Raw_Turbidity,Raw_Colour,Raw_PH,PAC,KMnO4,ACD,Turbidity_class
125.0,500.0,7.45,2.0,0.12,0.25,low
25.4,185.0,7.74,3.0,0.12,0.15,low
42.5,500.0,6.3,2.5,0.5,0.75,high
31.1,235.0,6.65,3.5,0.75,0.3,medium
20.1,290.0,6.63,2.5,0.6,0.75,high
27.2,352.0,6.8,2.5,0.35,0.5,medium
22.02,160.0,7.58,0.5,0.18,0.25,high
59.6,348.0,6.82,4.0,0.7,0.5,low
54.6,500.0,6.95,2.5,0.5,0.3,medium
49.1,452.0,6.68,3.0,0.45,0.6,low
22.1,200.0,7.56,1.0,0.12,0.15,low
25.4,185.0,7.59,3.0,0.19,0.25,low
62.2,188.0,6.82,2.5,0.4,0.25,low
23.1,120.0,7.53,1.0,0.1,0.15,low
27.5,295.0,7.01,3.5,0.5,0.65,low
189.4,500.0,7.52,4.0,0.12,0.25,low
50.8,500.0,6.2,4.5,0.35,0.75,high
37.47,200.0,7.91,1.5,0.16,0.16,low
32.52,180.0,7.46,2.0,0.11,0.21,low
350.0,190.0,7.55,3.0,0.32,0.35,low
58.61,92.0,7.61,1.0,0.1,0.12,low
13.2,150.0,7.44,1.0,0.16,0.25,low
44.9,500.0,6.85,3.0,0.35,0.4,high
14.1,317.0,6.65,3.0,0.25,0.35,low
41.0,430.0,7.1,2.5,0.6,0.35,high
24.1,279.0,6.33,4.0,0.5,0.75,low
82.1,500.0,6.87,3.5,0.45,0.35,high
68.9,500.0,6.71,2.0,0.25,0.4,high
423.0,500.0,6.57,5.5,0.45,0.8,high
68.6,500.0,6.56,3.0,0.25,0.35,medium
34.2,285.0,6.72,4.0,0.15,0.35,medium
17.2,168.0,7.23,3.5,0.15,0.25,medium
23.5,352.0,6.65,2.5,0.5,0.75,high
44.2,338.0,7.28,3.5,0.4,0.65,low
39.6,410.0,6.57,3.0,0.25,0.35,medium
36.4,185.0,7.57,2.5,0.26,0.15,medium
25.7,191.0,7.51,1.5,0.15,0.25,low
19.5,176.0,7.42,0.5,0.11,0.15,medium
93.0,429.0,7.0,4.0,0.2,0.35,medium
53.1,490.0,6.81,4.0,0.25,0.35,high
41.1,180.0,7.45,1.5,0.17,0.21,low
41.2,20.0,6.52,3.5,0.2,0.35,low
5.31,500.0,6.9,3.0,0.52,0.75,high
210.0,500.0,6.88,5.0,0.25,0.55,medium
25.9,302.0,6.85,3.0,0.6,0.3,medium
35.2,180.0,7.45,1.5,0.2,0.25,low
58.7,492.0,6.98,3.5,0.45,0.5,low
128.0,200.0,7.52,3.5,0.19,0.25,high
397.0,500.0,6.81,4.0,0.8,0.35,high
88.1,500.0,6.69,5.0,0.65,0.35,high
227.0,500.0,6.78,4.5,0.5,0.45,medium
23.1,120.0,7.53,1.5,0.1,0.15,low
15.2,295.0,6.58,3.0,0.5,0.75,low
491.0,500.0,7.26,4.0,0.4,0.75,high
35.31,180.0,7.55,3.0,0.1,0.16,low
39.8,192.0,7.25,3.5,0.15,0.2,high
180.0,500.0,6.59,3.5,0.5,0.65,medium
102.6,500.0,6.96,4.5,0.5,0.35,medium
43.1,420.0,6.71,4.5,0.15,0.3,high
39.2,372.0,6.88,6.5,0.5,0.65,high
101.0,500.0,6.91,4.0,0.5,0.75,high
44.5,488.0,6.31,4.0,0.3,0.45,low
29.3,352.0,6.77,4.5,0.5,0.75,medium
46.6,500.0,7.49,1.0,0.17,0.25,high
42.5,500.0,6.3,2.0,0.5,0.75,high
42.0,288.0,7.58,2.0,0.19,0.25,medium
15.05,150.0,7.28,2.5,0.2,0.15,low
20.9,195.0,7.49,3.0,0.12,0.5,medium
38.3,282.0,6.62,3.0,0.5,0.4,medium
247.0,500.0,7.5,2.5,0.2,0.32,low
59.9,500.0,7.12,3.5,0.35,0.45,high
73.1,410.0,6.98,2.5,0.6,0.3,high
55.9,188.0,7.51,3.5,0.22,0.2,high
25.4,185.0,7.48,3.0,0.12,0.2,low
109.2,500.0,7.01,6.0,0.42,0.5,high
151.4,500.0,7.59,4.0,0.29,0.25,medium
58.7,492.0,6.98,3.0,0.45,0.5,medium
20.3,180.0,7.12,1.5,0.15,0.25,high
153.0,498.0,6.4,3.5,0.42,0.75,high
19.5,176.0,7.42,1.5,0.11,0.15,low
210.0,500.0,6.51,2.5,0.4,0.35,high
22.21,192.0,7.52,1.0,0.11,0.15,low
101.4,500.0,7.44,6.0,0.15,0.25,high
69.5,495.0,6.85,2.0,0.4,0.75,medium
31.0,460.0,7.5,1.0,0.17,0.25,high
67.2,500.0,6.76,4.0,0.25,0.4,medium
49.5,458.0,6.52,4.5,0.35,0.35,medium
147.9,500.0,7.48,5.0,0.29,0.4,high
79.1,350.0,6.81,4.0,0.35,0.4,high
73.1,390.0,6.72,3.0,0.4,0.3,high
42.9,400.0,6.8,4.5,0.4,0.55,high
33.6,289.0,6.81,2.0,0.6,0.3,high
39.1,310.0,6.9,4.5,0.2,0.3,high
209.8,500.0,6.89,4.0,0.5,0.4,medium
20.6,264.0,7.14,1.0,0.08,0.2,low
218.6,500.0,6.78,2.5,0.5,0.4,high
189.4,500.0,7.52,2.5,0.12,0.25,high
71.9,500.0,7.01,3.0,0.35,0.3,high
67.0,484.0,6.82,5.5,0.5,0.75,medium
54.6,500.0,6.95,4.5,0.5,0.3,medium
21.0,169.0,7.52,2.0,0.17,0.25,low
497.0,500.0,6.96,7.5,0.4,0.75,medium
41.0,430.0,7.1,3.5,0.6,0.35,medium
18.5,172.0,7.5,2.5,0.12,0.15,low
35.4,500.0,7.41,0.3,0.8,2.0,low
61.7,500.0,6.52,3.0,0.3,0.55,medium
193.7,500.0,7.47,3.5,0.26,0.27,low
41.08,300.0,7.58,2.0,0.18,0.25,medium
30.1,337.0,6.42,3.0,0.52,0.65,low
495.0,500.0,6.65,6.0,0.5,0.75,medium
49.4,285.0,7.52,3.5,0.2,0.25,low
71.1,390.0,6.73,2.5,0.72,0.4,medium
21.1,210.0,6.85,3.0,0.4,0.35,medium
88.1,210.0,6.9,2.5,0.4,0.3,medium
29.1,350.0,6.81,4.5,0.5,0.3,high
48.2,395.0,6.89,6.0,0.42,0.45,high
40.0,500.0,6.87,4.5,0.4,0.75,high
67.8,420.0,6.91,3.5,0.4,0.35,medium
43.6,481.0,6.51,2.5,0.6,0.4,medium
211.1,410.0,6.91,3.5,0.9,0.35,high
39.1,500.0,6.99,2.5,0.5,0.75,high
115.0,500.0,7.12,5.5,0.4,0.7,medium
61.4,397.0,6.2,2.5,0.5,0.35,low
390.0,500.0,6.55,4.0,0.4,0.45,high
84.2,500.0,6.65,4.0,0.5,0.35,medium
188.4,300.0,7.69,3.5,0.25,0.35,high
29.5,196.0,7.47,1.0,0.24,0.15,low
18.2,182.0,7.42,3.5,0.2,0.15,medium
89.1,500.0,6.91,2.5,0.4,0.3,high
33.0,390.0,7.1,4.0,0.25,0.35,high
185.9,500.0,7.54,3.5,0.28,0.25,low
12.0,180.0,7.98,2.5,0.24,0.25,low
37.0,500.0,7.15,2.0,0.17,0.21,low
196.0,500.0,6.87,4.5,0.5,0.65,medium
22.1,155.0,7.45,3.0,0.16,0.21,low
22.35,100.0,7.42,2.5,0.2,0.2,low
33.1,319.0,6.6,4.0,0.6,0.35,high
82.4,500.0,7.66,1.5,0.12,0.1,high
35.2,383.0,7.06,5.0,0.45,0.75,medium
72.9,195.0,7.69,1.0,0.24,0.3,low
128.0,200.0,7.52,4.0,0.19,0.25,high
22.6,219.0,7.02,3.0,0.45,0.75,low
75.8,356.0,6.82,3.5,0.5,0.35,medium
63.1,500.0,6.91,3.0,0.35,0.4,high
44.1,450.0,7.0,3.0,0.6,0.35,high
35.4,185.0,7.49,4.5,0.23,0.15,low
139.1,500.0,6.99,4.5,0.4,0.35,high
17.8,120.0,6.9,4.0,0.22,0.35,medium
34.6,336.0,6.82,2.0,0.7,0.25,medium
16.9,221.0,7.0,2.5,0.5,0.65,low
18.8,206.0,7.38,1.0,0.27,0.3,low
48.1,329.0,7.01,5.0,0.7,0.3,medium
95.4,238.0,7.53,3.0,0.19,0.25,high
210.0,500.0,6.31,3.0,0.2,0.35,high
9.6,156.0,7.41,0.8,0.12,0.15,low
247.0,500.0,7.5,0.5,0.2,0.32,low
22.7,189.0,7.16,3.0,0.15,0.3,medium
311.0,500.0,6.89,5.5,0.7,0.35,high
33.5,199.0,7.57,3.0,0.24,0.15,low
4.4,190.0,7.56,0.2,0.12,0.15,medium
19.0,189.0,7.51,2.0,0.22,0.25,low
76.2,387.0,7.12,4.5,0.4,0.2,medium
102.0,500.0,7.15,4.0,0.45,0.75,low
22.1,165.0,7.45,0.5,0.12,0.16,low
110.0,500.0,6.9,2.5,0.5,0.75,high
162.0,500.0,6.76,3.5,0.4,0.45,low
29.2,342.0,7.1,5.0,0.42,0.45,medium
33.5,199.0,7.57,3.5,0.24,0.15,medium
17.2,212.0,7.57,1.0,0.27,0.35,low
32.3,201.0,7.99,2.5,0.15,0.2,low
64.6,189.0,6.86,4.5,0.3,0.35,medium
26.9,166.0,6.85,3.0,0.65,0.25,medium
69.1,210.0,6.91,3.0,0.5,0.3,high
41.1,190.0,7.45,0.5,0.12,0.25,low
10.0,157.0,7.44,1.2,0.12,0.1,medium
56.7,500.0,6.64,4.5,0.35,0.4,medium
32.3,199.0,7.4,3.0,0.2,0.15,high
44.9,500.0,6.85,3.5,0.35,0.4,high
33.3,393.0,6.72,2.5,0.2,0.45,medium
425.2,500.0,6.52,5.0,0.7,0.4,high
79.5,493.0,7.52,4.5,0.4,0.75,medium
18.9,162.0,7.43,2.0,0.12,0.2,low
49.8,500.0,6.32,3.0,0.3,0.55,medium
91.2,500.0,6.65,5.0,0.85,0.25,medium
199.0,493.0,6.29,2.5,0.4,0.65,high
29.1,400.0,6.85,4.0,0.4,0.3,high
38.3,190.0,7.49,3.0,0.28,0.3,low
23.6,252.0,7.55,0.3,0.8,2.0,low
20.4,166.0,7.42,1.0,0.12,0.2,low
332.0,200.0,7.35,1.5,0.1,0.16,low
53.1,210.0,7.09,3.0,0.5,0.65,high
66.8,500.0,7.66,3.0,0.45,0.4,medium
14.2,152.0,7.56,2.5,0.12,0.15,low
181.1,500.0,6.79,4.0,0.6,0.3,high
32.9,296.0,7.15,4.5,0.4,0.75,low
71.2,436.0,6.8,4.5,0.35,0.35,medium
17.6,170.0,6.91,4.5,0.2,0.25,medium
178.1,500.0,7.38,2.0,0.1,0.15,low
82.0,428.0,6.19,3.5,0.2,0.35,medium
29.1,325.0,6.99,4.5,0.4,0.7,medium
35.9,416.0,6.62,2.0,0.5,0.75,medium
16.0,225.0,7.52,0.5,0.18,0.25,medium
110.0,500.0,6.99,4.5,0.7,0.35,high
79.6,500.0,7.01,3.5,0.4,0.75,medium
6.77,102.0,8.45,0.15,0.11,0.15,low
308.0,500.0,6.99,5.5,0.5,0.75,low
11.2,500.0,6.89,4.5,0.75,0.45,medium
33.3,61.0,7.03,3.0,0.9,0.35,medium
20.3,180.0,7.12,2.0,0.15,0.25,low
12.2,102.0,6.92,4.0,0.65,0.3,medium
5.31,500.0,6.9,5.0,0.52,0.75,high
152.0,500.0,6.88,4.5,0.45,0.75,medium
48.5,500.0,6.85,3.5,0.43,0.7,low
13.0,167.0,7.52,2.5,0.12,0.15,low
62.2,188.0,6.82,3.5,0.4,0.25,medium
5.31,500.0,6.9,2.5,0.52,0.75,high
43.6,481.0,6.51,3.0,0.6,0.4,medium
458.0,500.0,6.85,5.5,0.5,0.6,low
33.6,289.0,6.81,4.0,0.6,0.3,high
240.6,500.0,6.89,3.0,0.5,0.4,medium
352.0,500.0,6.98,4.0,0.45,0.7,high
272.5,500.0,6.92,6.5,0.5,0.75,high
22.1,124.0,7.41,0.5,0.11,0.19,low
25.9,221.0,7.49,3.0,0.19,0.25,low
162.0,500.0,6.76,2.0,0.4,0.45,high
57.5,195.0,7.47,4.5,0.2,0.25,high
27.1,159.0,7.45,2.5,0.11,0.25,low
23.6,252.0,7.55,0.1,0.8,2.0,low
164.0,500.0,7.0,4.5,0.65,0.35,high
67.8,420.0,6.91,4.5,0.4,0.35,high
72.1,398.0,6.99,3.0,0.5,0.4,high
51.0,45.0,6.95,2.0,0.4,0.35,high
153.0,498.0,6.4,4.5,0.42,0.75,high
23.2,298.0,6.99,2.5,0.25,0.35,medium
180.0,500.0,6.91,4.0,0.3,0.35,medium
156.0,500.0,7.07,5.0,0.45,0.65,medium
61.9,500.0,6.97,2.0,0.35,0.4,high
43.0,397.0,7.13,5.0,0.45,0.75,low
15.6,166.0,7.54,1.5,0.17,0.25,low
49.5,119.0,7.09,3.0,0.37,0.65,medium
48.9,500.0,7.52,1.5,0.17,0.25,high
250.0,500.0,7.46,2.5,0.12,0.31,low
168.0,500.0,7.05,5.0,0.4,0.75,medium
190.0,500.0,7.56,2.0,0.12,0.15,low
115.0,500.0,7.12,5.0,0.4,0.7,medium
22.1,199.0,7.47,3.0,0.15,0.25,low
25.9,302.0,6.85,2.5,0.6,0.3,medium
20.1,120.0,7.32,2.5,0.1,0.15,low
271.0,198.0,7.4,3.5,0.4,0.45,low
193.7,500.0,7.47,5.5,0.26,0.27,low
27.2,420.0,6.99,4.0,0.42,0.6,medium
55.9,251.0,7.52,1.5,0.1,0.35,high
72.8,500.0,6.82,4.5,0.5,0.35,high
49.8,500.0,6.32,3.5,0.3,0.55,high
32.3,348.0,6.55,3.5,0.52,0.65,low
14.6,190.0,7.44,1.5,0.24,0.25,high
95.0,500.0,6.82,2.0,0.45,0.75,medium
67.2,410.0,6.51,4.5,0.5,0.35,medium
57.3,500.0,6.65,3.5,0.6,0.25,medium
121.0,500.0,8.99,2.5,0.5,0.4,high
25.2,310.0,6.88,3.0,0.22,0.35,medium
11.5,190.0,7.52,0.5,0.12,0.15,high
116.0,500.0,6.78,5.0,0.5,0.3,medium
39.0,37.5,6.68,5.5,0.4,0.75,high
12.1,176.0,7.5,0.5,0.12,0.15,medium
63.2,394.0,7.02,7.0,0.5,0.75,medium
57.4,223.0,7.46,4.0,0.17,0.25,medium
8.0,135.0,7.5,0.4,0.12,0.15,medium
27.2,352.0,6.8,3.0,0.35,0.5,low
16.0,175.0,7.12,2.0,0.4,0.55,medium
80.9,500.0,7.7,2.0,0.17,0.25,medium
496.0,500.0,7.42,6.5,0.42,0.75,medium
70.1,180.0,6.55,5.0,0.4,0.35,high
38.0,359.0,7.0,4.5,0.4,0.65,high
73.1,410.0,6.98,4.0,0.6,0.3,high
21.6,179.0,7.43,3.5,0.12,0.15,high
82.1,500.0,6.87,5.5,0.45,0.35,medium
12.2,102.0,6.92,3.0,0.65,0.3,low
18.9,175.0,7.25,2.5,0.15,0.3,medium
35.6,395.0,6.89,4.5,0.3,0.35,medium
79.1,400.0,6.95,2.5,0.5,0.4,high
35.4,192.0,7.15,2.0,0.11,0.15,low
89.6,396.0,6.82,5.0,0.5,0.4,medium
29.1,350.0,6.81,3.0,0.5,0.3,medium
89.3,500.0,6.58,5.0,0.4,0.2,high
73.1,390.0,6.9,4.0,0.7,0.3,medium
16.2,182.0,7.53,0.5,0.2,0.22,low
57.3,500.0,6.65,4.5,0.6,0.25,high
90.4,500.0,7.07,3.0,0.4,0.5,medium
197.5,300.0,7.47,3.0,0.17,0.25,medium
4.0,92.0,8.63,1.0,0.55,0.75,low
50.1,398.0,6.52,2.0,0.5,0.35,medium
188.0,500.0,6.33,4.5,0.2,0.35,high
500.0,180.0,7.56,2.0,0.1,0.12,low
37.1,181.0,6.75,3.0,0.15,0.3,medium
193.7,500.0,7.47,5.0,0.26,0.27,low
27.2,420.0,6.99,5.0,0.42,0.6,high
62.0,125.0,7.0,1.0,0.17,0.2,medium
480.0,500.0,7.1,5.5,0.52,0.75,high
73.1,390.0,6.82,3.0,0.25,0.45,high
32.3,201.0,7.99,0.5,0.15,0.2,low
18.2,156.0,7.06,3.0,0.16,0.25,medium
255.0,500.0,7.5,3.5,0.12,0.32,low
96.2,500.0,7.48,3.5,0.3,0.35,high
71.4,500.0,6.69,6.0,0.45,0.4,medium
19.1,319.0,6.93,3.0,0.4,0.5,medium
137.2,500.0,7.11,5.5,0.4,0.75,medium
280.0,500.0,6.9,5.5,0.5,0.75,medium
87.6,500.0,6.59,5.0,0.4,0.35,medium
28.5,199.0,7.56,1.5,0.22,0.15,low
71.6,500.0,6.79,4.0,0.5,0.35,medium
21.1,180.0,6.99,4.0,0.15,0.3,high
10.2,166.0,7.48,0.2,0.45,3.0,low
22.7,160.0,7.38,2.5,0.11,0.2,low
33.9,195.0,7.56,2.5,0.24,0.15,low
55.1,500.0,6.65,2.5,0.3,0.4,medium
61.9,488.0,7.25,5.5,0.4,0.75,medium
6.61,152.0,7.55,1.0,0.12,0.15,low
19.8,190.0,7.55,2.0,0.22,0.15,low
10.9,189.0,8.7,2.0,0.08,0.1,low
41.0,345.0,6.51,4.5,0.55,0.65,medium
494.6,500.0,6.52,6.0,0.6,0.35,high
39.2,372.0,6.88,5.5,0.5,0.65,low
33.0,321.0,7.02,6.0,0.4,0.35,high
35.4,190.0,7.52,3.5,0.27,0.25,medium
30.1,290.0,6.88,3.0,0.42,0.65,high
78.0,472.0,7.14,5.5,0.5,0.65,high
498.0,500.0,6.99,6.5,0.5,0.75,high
39.6,410.0,6.57,6.0,0.25,0.35,medium
26.3,180.0,8.12,0.4,0.15,0.25,high
27.1,199.0,7.55,1.0,0.22,0.2,medium
33.6,238.0,6.65,5.0,0.65,0.4,high
42.5,500.0,6.3,4.5,0.5,0.75,medium
12.8,120.0,7.52,2.5,0.15,0.25,low
61.1,310.0,6.99,4.0,0.65,0.35,medium
27.6,180.0,7.46,1.0,0.17,0.2,medium
49.1,427.0,6.23,3.5,0.25,0.4,medium
15.6,166.0,7.54,3.0,0.17,0.25,low
75.6,412.0,6.84,6.0,0.35,0.4,high
51.0,189.0,6.59,3.5,0.5,0.35,medium
12.6,500.0,6.77,4.5,0.5,0.55,low
20.9,195.0,7.49,1.5,0.12,0.5,low
14.6,190.0,7.44,0.5,0.24,0.25,high
271.1,500.0,6.78,4.5,0.75,0.35,high
17.9,159.0,7.21,4.0,0.15,0.3,low
23.6,252.0,7.55,0.6,0.8,2.0,low
497.0,500.0,6.79,8.0,0.47,0.8,medium
57.5,195.0,7.47,2.0,0.2,0.25,low
115.1,500.0,6.85,3.0,0.9,0.4,high
16.9,221.0,7.0,4.0,0.5,0.65,high
33.1,310.0,6.78,4.5,0.55,0.3,medium
33.5,199.0,7.57,4.5,0.24,0.15,medium
200.0,500.0,6.85,2.5,0.5,0.35,medium
4.4,190.0,7.56,1.2,0.12,0.15,low
29.1,325.0,6.99,2.5,0.4,0.7,high
25.9,302.0,6.85,4.5,0.6,0.3,medium
210.0,500.0,6.75,3.5,0.65,0.35,high
39.3,199.0,7.45,2.5,0.18,0.2,medium
61.7,500.0,6.52,4.5,0.3,0.55,medium
59.5,49.0,7.11,2.5,0.4,0.55,high
480.0,500.0,7.1,5.0,0.52,0.75,high
423.0,500.0,6.57,7.0,0.45,0.8,high
25.4,191.0,7.52,1.5,0.24,0.3,low
19.0,189.0,7.51,3.0,0.22,0.25,low
36.2,250.0,7.58,3.0,0.12,0.16,low
397.0,500.0,6.81,5.5,0.8,0.35,high
31.0,420.0,6.9,4.0,0.45,0.65,high
62.0,125.0,7.0,2.5,0.17,0.2,low
10.9,189.0,8.7,0.5,0.08,0.1,low
11.8,500.0,7.7,2.0,0.45,0.55,high
26.4,334.0,6.48,4.0,0.52,0.65,medium
81.2,390.0,6.8,3.5,0.72,0.3,high
188.0,500.0,6.82,5.5,0.5,0.75,high
102.3,500.0,6.82,3.0,0.5,0.75,medium
32.1,179.0,7.46,2.0,0.15,0.16,low
69.2,258.0,6.75,3.0,0.5,0.35,medium
13.0,167.0,7.52,0.5,0.12,0.15,medium
142.0,500.0,6.75,3.5,0.4,0.25,medium
58.6,320.0,7.24,4.5,0.2,0.3,high
188.0,500.0,6.33,3.5,0.2,0.35,high
18.9,162.0,7.43,1.0,0.12,0.2,low
25.21,160.0,7.25,3.0,0.17,0.15,low
56.7,500.0,6.64,2.0,0.35,0.4,medium
87.6,500.0,6.59,2.5,0.4,0.35,high
500.0,180.0,7.56,1.0,0.1,0.12,low
4.4,190.0,7.56,0.4,0.12,0.15,low
49.1,399.0,7.1,5.0,0.4,0.35,low
162.0,500.0,7.76,2.5,0.3,0.5,high
32.6,289.0,6.75,4.0,0.6,0.25,high
21.1,310.0,7.01,3.5,0.25,0.35,medium
19.12,150.0,7.55,2.5,0.12,0.16,low
26.7,243.0,7.86,2.5,0.18,0.2,low
53.1,490.0,6.81,5.0,0.25,0.35,high
16.2,182.0,7.53,2.0,0.2,0.22,low
17.0,149.0,7.52,0.5,0.17,0.25,high
79.2,500.0,6.63,3.0,0.5,0.5,medium
50.7,298.0,7.52,3.5,0.17,0.25,high
49.1,323.0,6.95,2.5,0.3,0.35,high
121.2,500.0,7.12,6.5,0.5,0.4,high
228.0,500.0,6.89,3.5,0.45,0.75,high
49.8,500.0,6.32,2.0,0.3,0.55,high
61.9,500.0,6.97,3.5,0.35,0.4,medium
11.0,180.0,7.41,2.0,0.24,0.25,low
16.0,160.0,7.46,1.5,0.1,0.15,high
29.1,320.0,6.99,2.5,0.6,0.75,medium
55.4,291.0,7.55,2.5,0.2,0.25,medium
21.1,180.0,6.99,2.0,0.15,0.3,high
180.0,500.0,6.79,4.5,0.2,0.35,medium
14.3,121.0,7.49,1.5,0.15,0.2,low
147.0,500.0,7.49,4.0,0.27,0.2,low
9.6,156.0,7.41,0.6,0.12,0.15,high
46.6,500.0,7.49,3.0,0.17,0.25,low
381.4,500.0,7.55,5.0,0.15,0.25,high
43.0,397.0,7.13,5.5,0.45,0.75,medium
14.0,300.0,7.31,1.5,0.55,0.65,low
100.0,500.0,6.9,6.0,0.51,0.65,high
57.6,380.0,6.51,2.5,0.5,0.35,medium
20.4,166.0,7.42,1.5,0.12,0.2,low
33.1,319.0,6.6,3.0,0.6,0.35,medium
8.0,135.0,7.5,0.6,0.12,0.15,medium
92.6,500.0,6.75,5.0,0.7,0.3,high
123.0,89.0,7.12,5.5,0.65,0.35,high
110.1,398.0,6.99,3.5,0.8,0.4,high
22.5,180.0,6.91,4.5,0.65,0.3,medium
55.0,172.0,7.46,0.5,0.5,0.75,medium
66.6,459.0,6.44,2.5,0.2,0.35,low
20.0,500.0,7.45,3.5,0.19,0.25,low
45.3,500.0,6.25,4.0,0.45,0.65,medium
92.6,500.0,6.75,5.5,0.7,0.3,high
20.3,222.0,6.98,4.5,0.65,0.3,medium
200.0,500.0,6.32,4.5,0.2,0.35,high
32.52,180.0,7.46,1.5,0.11,0.21,low
215.9,500.0,6.98,4.0,0.5,0.75,medium
101.0,500.0,6.89,3.5,0.5,0.75,high
79.0,500.0,6.99,4.5,0.5,0.65,low
352.0,500.0,6.98,5.0,0.45,0.7,high
84.5,500.0,6.89,3.0,0.5,0.75,low
19.5,192.0,7.42,3.0,0.12,0.5,medium
33.6,289.0,6.81,2.5,0.6,0.3,high
310.0,500.0,6.79,4.0,0.85,0.35,high
69.4,500.0,7.49,5.0,0.2,0.25,high
82.0,385.0,7.1,5.0,0.4,0.75,medium
21.1,310.0,7.01,4.0,0.25,0.35,medium
32.6,216.0,7.06,4.0,0.15,0.3,medium
180.0,500.0,6.79,4.0,0.2,0.35,low
238.6,500.0,6.75,3.5,0.7,0.35,high
78.0,496.0,6.49,4.5,0.2,0.65,high
2.1,188.0,7.55,3.0,0.12,0.16,low
35.4,225.0,7.54,3.5,0.22,0.18,medium
35.6,395.0,6.89,3.5,0.3,0.35,medium
185.9,500.0,7.54,6.0,0.28,0.25,high
14.1,130.0,7.45,3.0,0.16,0.2,low
167.0,500.0,6.81,4.5,0.4,0.55,low
89.6,500.0,7.02,4.5,0.45,0.75,high
45.4,209.0,7.52,2.5,0.11,0.15,medium
23.9,57.0,7.16,5.0,0.9,0.35,high
29.6,327.0,6.58,2.5,0.5,0.75,low
109.2,500.0,7.01,4.0,0.42,0.5,high
50.8,500.0,6.2,5.5,0.35,0.75,high
196.2,500.0,7.12,3.0,0.5,0.4,medium
227.0,500.0,6.78,4.0,0.5,0.45,medium
112.3,500.0,6.68,3.0,0.7,0.35,medium
497.0,500.0,6.96,5.5,0.4,0.75,high
67.2,410.0,6.51,2.5,0.5,0.35,medium
418.0,500.0,6.53,4.5,0.6,0.75,high
32.3,201.0,7.99,1.5,0.15,0.2,low
14.5,150.0,7.35,2.5,0.12,0.15,low
498.0,500.0,6.99,7.5,0.5,0.75,medium
22.1,179.0,7.42,3.0,0.2,0.15,low
20.1,120.0,7.32,3.0,0.1,0.15,low
99.1,500.0,6.85,3.5,0.6,0.35,high
25.1,225.0,6.8,4.5,0.2,0.35,low
28.9,299.0,6.5,5.5,0.6,0.75,high
65.8,500.0,6.88,4.0,0.5,0.65,low
19.6,206.0,6.77,2.5,0.75,0.3,medium
15.2,142.0,7.29,4.5,0.22,0.35,low
79.6,500.0,7.01,5.0,0.4,0.75,medium
29.7,190.0,7.42,0.5,0.15,0.2,low
28.5,199.0,7.56,1.0,0.22,0.15,low
4.0,92.0,8.63,0.35,0.55,0.75,low
31.0,330.0,6.97,4.5,0.42,0.75,medium
76.2,387.0,7.12,2.5,0.4,0.2,medium
14.3,121.0,7.49,1.0,0.15,0.2,low
33.9,195.0,7.56,1.0,0.24,0.15,low
82.9,500.0,6.8,5.0,0.7,0.45,medium
120.0,280.0,7.56,2.0,0.12,0.21,low
43.1,300.0,6.71,2.0,0.5,0.35,medium
227.0,500.0,6.78,5.0,0.5,0.45,medium
142.0,500.0,6.75,6.0,0.4,0.25,high
54.1,500.0,6.94,2.5,0.5,0.75,high
56.1,310.0,6.91,4.5,0.6,0.35,high
494.6,500.0,6.52,5.5,0.6,0.35,high
480.0,500.0,7.1,4.0,0.52,0.75,high
25.21,160.0,7.25,3.5,0.17,0.15,low
22.6,232.0,6.73,3.5,0.7,0.3,low
110.1,398.0,6.99,5.0,0.8,0.4,high
56.0,320.0,7.56,3.0,0.1,0.18,low
11.38,150.0,7.32,2.5,0.11,0.5,low
31.1,235.0,6.65,4.5,0.75,0.3,medium
37.1,181.0,6.75,2.5,0.15,0.3,medium
11.5,190.0,7.49,0.5,0.24,0.25,low
22.0,242.0,7.01,3.5,0.37,0.55,medium
28.2,220.0,6.82,3.0,0.35,0.3,low
59.5,49.0,7.11,4.5,0.4,0.55,medium
9.75,103.0,8.6,1.2,0.08,0.1,low
20.0,228.0,7.48,1.5,0.24,0.25,medium
95.0,500.0,6.82,4.0,0.45,0.75,medium
150.0,400.0,7.56,3.0,0.12,0.23,low
76.5,500.0,6.69,4.5,0.5,0.3,medium
6.61,152.0,7.55,0.6,0.12,0.15,high
425.2,500.0,6.52,6.0,0.7,0.4,high
6.61,152.0,7.55,0.2,0.12,0.15,medium
31.0,330.0,6.97,2.5,0.42,0.75,medium
24.1,278.0,6.53,4.5,0.5,0.75,medium
69.1,500.0,6.71,2.0,0.35,0.4,medium
25.7,222.0,7.49,1.5,0.19,0.25,low
51.7,310.0,6.71,2.5,0.5,0.3,high
39.31,275.0,7.42,3.0,0.12,0.2,low
24.6,280.0,6.72,3.0,0.2,0.3,medium
61.7,500.0,6.52,2.0,0.3,0.55,medium
20.6,180.0,6.52,2.5,0.2,0.3,medium
35.2,250.0,7.5,2.5,0.19,0.16,low
36.5,326.0,6.89,3.0,0.6,0.3,medium
22.6,232.0,6.73,2.0,0.7,0.3,medium
110.0,500.0,6.99,4.0,0.7,0.35,high
18.9,175.0,7.25,3.5,0.15,0.3,medium
112.3,500.0,6.68,3.5,0.7,0.35,medium
39.8,192.0,7.25,2.0,0.15,0.2,low
193.7,500.0,7.47,4.5,0.26,0.27,low
